,Category,Rating,Reviews,Installs,Price,Content Rating
164,3,4.1,85842,5000000,0.0,1
165,3,4.6,7831,100000,0.0,2
166,3,4.1,91615,5000000,0.0,4
167,3,4.6,4620,500000,0.0,1
168,3,4.7,21336,1000000,0.0,1
169,3,4.5,26875,500000,0.0,1
170,3,3.9,1778,500000,0.0,4
171,3,4.4,2709,1000000,0.0,1
172,3,4.3,64513,5000000,0.0,1
173,3,4.2,8342,10000000,0.0,1
174,3,4.5,527,100000,0.0,1
175,3,4.4,1322,100000,0.0,1
176,3,3.4,1680,100000,0.0,1
177,3,4.9,2739,50000,0.0,1
178,3,4.6,1065,500000,0.0,1
179,3,4.4,233757,10000000,0.0,1
180,3,2.5,2,50000,0.0,1
181,3,4.4,8788,1000000,0.0,1
182,3,4.4,51269,1000000,0.0,1
183,3,4.4,30105,1000000,0.0,1
184,3,3.5,156,500000,0.0,1
185,3,2.5,114,100000,0.0,1
186,3,4.4,341157,10000000,0.0,3
187,4,4.1,16129,10000000,0.0,1
188,4,4.3,674730,50000000,0.0,1
189,4,4.4,1254730,10000000,0.0,1
190,4,4.3,85185,5000000,0.0,1
191,4,4.3,32584,1000000,0.0,1
192,4,4.1,217730,50000000,0.0,1
193,4,4.4,70991,5000000,0.0,1
194,4,4.3,1002861,100000000,0.0,1
195,4,3.9,16589,1000000,0.0,1
196,4,4.8,148945,1000000,0.0,1
197,4,4.5,4458,500000,0.0,1
198,4,4.4,62272,10000000,0.0,1
199,4,4.0,8941,5000000,0.0,1
200,4,4.3,46353,1000000,0.0,1
201,4,4.0,1279184,50000000,0.0,1
202,4,4.2,88073,10000000,0.0,1
203,4,4.5,67000,1000000,0.0,1
204,4,4.2,159872,10000000,0.0,1
205,4,4.2,30847,5000000,0.0,1
206,4,4.6,188841,5000000,0.0,1
207,4,4.1,11622,5000000,0.0,1
208,4,4.6,95912,5000000,0.0,1
209,4,3.1,4034,100000,0.0,1
210,4,3.9,45964,1000000,0.0,1
211,4,4.3,14955,1000000,0.0,1
212,4,4.1,6903,1000000,0.0,1
213,4,4.4,31614,10000000,0.0,1
214,4,4.1,23055,5000000,0.0,1
215,4,4.1,19023,1000000,0.0,1
216,4,4.5,207372,5000000,0.0,1
217,4,4.4,1225,100000,0.0,1
218,4,4.4,380837,10000000,0.0,1
219,4,4.3,10600,1000000,0.0,1
220,4,4.4,74359,1000000,0.0,1
221,4,4.6,822,100000,0.0,1
222,4,4.2,80805,5000000,0.0,1
223,4,4.4,2287,1000000,0.0,1
224,4,4.7,4162,100000,0.0,1
225,4,3.8,14760,50000000,0.0,1
226,4,3.9,23243,5000000,0.0,1
227,4,2.5,9,100000,0.0,1
228,4,4.3,8978,1000000,0.0,1
229,4,4.2,80805,5000000,0.0,1
230,4,4.4,42492,1000000,0.0,1
231,4,4.7,286897,10000000,0.0,1
232,4,4.5,103755,10000000,0.0,1
233,4,4.2,46505,1000000,0.0,1
234,4,4.7,11442,100000,4.99,1
235,4,4.8,10295,100000,4.99,1
236,4,4.2,159872,10000000,0.0,1
237,4,4.2,296,50000,0.0,1
238,4,4.3,29313,5000000,0.0,1
239,4,4.4,70991,5000000,0.0,1
240,4,4.4,51507,5000000,0.0,1
241,4,4.1,1802,100000,0.0,1
242,4,3.8,1383,100000,0.0,1
243,4,4.3,23175,1000000,0.0,1
244,4,3.8,5868,500000,0.0,1
245,4,3.5,2111,100000,0.0,1
246,4,4.1,5448,500000,0.0,1
247,4,4.6,4159,500000,0.0,1
248,4,4.3,20815,1000000,0.0,1
249,4,4.5,78662,1000000,0.0,1
250,4,4.1,7149,1000000,0.0,1
251,4,4.5,3079,100000,0.0,1
252,4,4.6,5800,100000,0.0,1
253,4,4.0,6989,1000000,0.0,1
254,4,4.2,16422,1000000,0.0,1
255,4,4.4,108741,10000000,0.0,1
256,4,4.4,31614,10000000,0.0,1
257,4,4.0,624,100000,0.0,1
258,4,4.2,1661,100000,0.0,1
259,4,4.2,97702,5000000,0.0,1
260,4,4.1,308,50000,0.0,1
261,4,4.0,6989,1000000,0.0,1
262,4,3.8,5211,1000000,0.0,1
263,4,3.9,1058,500000,0.0,1
264,4,3.9,78172,10000000,0.0,1
265,4,4.2,159872,10000000,0.0,1
266,4,4.2,296,50000,0.0,1
267,4,4.3,29313,5000000,0.0,1
268,4,4.4,70991,5000000,0.0,1
269,4,4.4,51507,5000000,0.0,1
270,4,4.1,1802,100000,0.0,1
271,4,3.8,1383,100000,0.0,1
272,4,4.3,23175,1000000,0.0,1
273,4,3.8,5868,500000,0.0,1
274,4,3.5,2111,100000,0.0,1
275,4,4.1,5448,500000,0.0,1
276,4,4.6,4159,500000,0.0,1
277,4,4.3,20815,1000000,0.0,1
278,4,4.5,78662,1000000,0.0,1
279,4,4.1,7149,1000000,0.0,1
280,4,4.5,3079,100000,0.0,1
281,4,4.6,5800,100000,0.0,1
282,4,4.0,6989,1000000,0.0,1
283,4,4.2,16422,1000000,0.0,1
284,4,4.3,8978,1000000,0.0,1
285,4,4.2,80804,5000000,0.0,1
286,4,4.4,42492,1000000,0.0,1
287,4,4.7,286897,10000000,0.0,1
288,4,4.5,103755,10000000,0.0,1
289,4,4.2,46505,1000000,0.0,1
290,4,4.7,11442,100000,4.99,1
291,4,4.8,10295,100000,4.99,1
292,4,4.1,217730,50000000,0.0,1
293,4,4.3,1002859,100000000,0.0,1
294,4,4.4,51510,5000000,0.0,1
295,4,4.5,413,10000,0.0,1
296,4,4.3,23175,1000000,0.0,1
297,5,4.5,1013635,10000000,0.0,2
298,5,4.6,24005,500000,0.0,5
299,5,4.7,57106,1000000,0.0,2
300,5,4.7,2249,500000,0.0,1
301,5,4.8,516,50000,0.0,1
302,5,3.9,834,50000,0.0,4
303,5,4.1,1010,50000,0.0,4
304,5,4.4,238970,1000000,0.0,2
305,5,4.6,302,10000,0.0,2
306,5,4.5,438,10000,0.0,1
307,5,4.7,73,10000,0.0,1
308,5,4.4,39,10000,0.0,3
309,5,4.5,144,10000,0.0,1
310,5,3.9,2181,100000,0.0,2
311,5,3.2,93965,5000000,0.0,2
312,5,3.2,1446,100000,0.0,4
313,5,4.1,12088,1000000,0.0,4
314,5,4.5,314,100000,0.0,1
315,5,4.2,25671,1000000,0.0,2
316,5,4.2,15194,1000000,0.0,2
317,5,3.7,22551,1000000,0.0,2
318,5,4.5,29839,1000000,0.0,2
319,5,4.6,279,100000,0.0,1
320,5,4.5,564387,5000000,0.0,1
321,5,2.5,1330,50000,0.0,1
322,5,4.7,1677,100000,0.0,1
323,5,4.4,757,10000,0.0,2
324,5,3.5,115,10000,0.0,4
325,5,3.3,125,5000,0.0,2
326,5,4.5,9952,500000,0.0,3
327,5,4.4,18814,1000000,0.0,4
328,5,4.2,21,5000,0.0,1
329,5,5.0,15,1000,0.0,1
330,5,4.4,51981,5000000,0.0,1
331,5,4.7,3596,10000,0.0,2
332,5,4.4,1006,50000,0.0,1
333,5,4.4,5968,1000000,0.0,1
334,5,4.6,4895,100000,0.0,1
335,6,4.0,56642847,1000000000,0.0,1
336,6,4.4,69119316,1000000000,0.0,1
337,6,4.3,125257,10000000,0.0,2
338,6,4.3,9642995,1000000000,0.0,1
339,6,4.4,1429035,100000000,0.0,1
340,6,4.3,4604324,1000000000,0.0,1
341,6,4.0,3419249,1000000000,0.0,1
342,6,4.3,11334799,500000000,0.0,1
343,6,4.3,158679,5000000,0.0,1
344,6,4.4,3075028,100000000,0.0,1
345,6,4.3,4187998,100000000,0.0,1
346,6,4.3,659395,100000000,0.0,1
347,6,4.3,4785892,500000000,0.0,1
348,6,4.3,66602,50000000,0.0,1
349,6,4.3,30209,5000000,0.0,1
350,6,4.0,36901,5000000,0.0,1
351,6,4.5,5149854,100000000,0.0,1
352,6,4.3,192948,10000000,0.0,1
353,6,3.7,99559,10000000,0.0,1
354,6,4.5,437674,10000000,0.0,1
355,6,3.9,13698,10000000,0.0,1
356,6,4.4,2473509,100000000,0.0,1
357,6,3.6,20769,1000000,0.0,1
358,6,4.4,36880,1000000,0.0,1
359,6,4.2,171031,10000000,0.0,1
360,6,4.4,63543,5000000,0.0,1
361,6,4.1,45487,10000000,0.0,1
362,6,4.4,615381,10000000,0.0,4
363,6,4.3,2451083,100000000,0.0,2
364,6,4.2,33053,5000000,0.0,1
365,6,4.2,5387333,100000000,0.0,1
366,6,4.4,3648120,100000000,0.0,2
367,6,4.4,136662,10000000,0.0,1
368,6,3.9,42370,1000000,0.0,1
369,6,4.2,781810,100000000,0.0,1
370,6,4.4,3128250,100000000,0.0,4
371,6,4.6,2083237,500000000,0.0,1
372,6,4.3,541389,10000000,0.0,1
373,6,4.3,46702,1000000,0.0,1
374,6,4.4,2939,100000,0.0,1
375,6,3.7,13761,10000000,0.0,1
376,6,4.3,258556,10000000,0.0,1
377,6,3.9,40751,10000000,0.0,2
378,6,4.5,17712922,500000000,0.0,2
379,6,3.7,25021,5000000,0.0,1
380,6,4.3,27187,5000000,0.0,1
381,6,4.4,69119316,1000000000,0.0,1
382,6,4.0,56646578,1000000000,0.0,1
383,6,4.3,4785988,500000000,0.0,1
384,6,4.0,122498,10000000,0.0,1
385,6,4.3,11334973,500000000,0.0,1
386,6,4.0,3419433,1000000000,0.0,1
387,6,4.1,132014,10000000,0.0,1
388,6,4.2,83239,5000000,0.0,1
389,6,4.2,594728,50000000,0.0,1
390,6,4.2,5387446,100000000,0.0,1
391,6,4.1,10484169,1000000000,0.0,1
392,6,4.4,3128509,100000000,0.0,4
393,6,4.3,2451093,100000000,0.0,2
394,6,4.2,171031,10000000,0.0,1
395,6,4.4,2876500,100000000,0.0,1
396,6,4.2,781810,100000000,0.0,1
397,6,4.1,28238,1000000,0.0,1
398,6,4.3,335646,10000000,0.0,1
399,6,4.3,350154,10000000,0.0,1
400,6,4.5,349384,10000000,0.0,1
401,6,4.3,346982,10000000,0.0,1
402,6,4.2,244863,10000000,0.0,1
403,6,4.2,10790289,500000000,0.0,1
404,6,4.5,330761,10000000,0.0,1
405,6,4.3,37320,1000000,0.0,1
406,6,4.3,12842860,100000000,0.0,1
407,6,4.3,2546527,100000000,0.0,1
408,6,4.4,36893,1000000,0.0,1
409,6,4.2,15880,1000000,0.0,1
410,6,4.3,346980,10000000,0.0,1
411,6,4.3,9643041,1000000000,0.0,1
412,6,4.4,3075118,100000000,0.0,1
413,6,4.6,2264916,50000000,0.0,1
414,6,4.3,541389,10000000,0.0,1
415,6,4.4,2473693,100000000,0.0,1
416,6,4.2,42925,1000000,0.0,1
417,6,4.5,5150471,100000000,0.0,1
418,6,4.5,2511130,50000000,0.0,1
419,6,4.4,3648480,100000000,0.0,2
420,6,4.5,17714850,500000000,0.0,2
421,6,4.1,13100,1000000,0.0,1
422,6,4.2,27156,1000000,0.0,1
423,6,4.1,55098,1000000,0.0,1
424,6,4.3,1133501,10000000,0.0,1
425,6,4.1,12578,500000,0.0,1
426,6,4.2,10965,500000,0.0,1
427,6,4.0,18247,100000,3.99,1
428,6,4.2,190613,10000000,0.0,1
429,6,4.2,125232,10000000,0.0,1
430,6,4.2,83239,5000000,0.0,1
431,6,4.3,11334973,500000000,0.0,1
432,6,4.3,72065,1000000,0.0,1
433,6,4.4,27540,1000000,0.0,1
434,6,4.2,104990,5000000,0.0,1
435,6,4.4,177703,10000000,0.0,4
436,6,4.1,17529,1000000,0.0,1
437,6,4.2,177263,10000000,0.0,4
438,6,4.8,237468,1000000,0.0,1
439,6,4.4,32254,1000000,0.0,1
440,6,4.4,483565,10000000,0.0,1
441,6,4.4,552441,10000000,0.0,1
442,6,4.0,60308,5000000,0.0,1
443,6,4.5,457283,10000000,0.0,1
444,6,4.4,93825,5000000,0.0,1
445,6,4.1,32283,1000000,0.0,1
446,6,4.2,15287,1000000,0.0,1
447,6,4.5,205739,5000000,0.0,1
448,6,4.3,14873,1000000,0.0,1
449,6,4.5,7820209,100000000,0.0,1
450,6,4.0,9498,1000000,0.0,1
451,6,4.3,4604483,1000000000,0.0,1
452,6,4.3,4188142,100000000,0.0,1
453,6,4.2,88427,5000000,0.0,1
454,6,4.5,305218,10000000,0.0,1
455,6,4.6,183374,1000000,0.0,1
456,6,4.1,20901,1000000,0.0,1
457,6,4.0,122595,1000000,0.0,1
458,6,4.2,124346,10000000,0.0,1
459,6,4.6,837842,50000000,0.0,1
460,6,4.1,255,10000,0.0,1
461,6,4.3,41420,5000000,0.0,1
462,6,4.2,44706,1000000,0.0,1
463,6,4.3,23707,500000,0.0,1
464,6,4.0,3419513,1000000000,0.0,1
465,6,4.3,4785988,500000000,0.0,1
466,6,4.2,594728,50000000,0.0,1
467,6,4.3,11335255,500000000,0.0,1
468,6,4.1,10484169,1000000000,0.0,1
469,6,4.2,5387446,100000000,0.0,1
470,6,4.1,29208,1000000,0.0,1
471,6,4.6,191032,5000000,0.0,1
472,6,4.3,350154,10000000,0.0,1
473,6,4.2,244863,10000000,0.0,1
474,6,4.2,10790289,500000000,0.0,1
475,6,4.3,2546527,100000000,0.0,1
476,7,4.2,1545,10000,3.99,4
477,7,2.6,57,1000,6.99,1
478,7,2.5,0,50,1.49,2
479,7,2.5,0,100,2.99,1
480,7,2.5,4,100,3.99,2
481,7,3.5,2,100,7.99,4
482,7,4.0,516801,10000000,0.0,4
483,7,4.1,285726,10000000,0.0,4
484,7,3.7,76646,10000000,0.0,4
485,7,4.1,2556,100000,0.0,4
486,7,4.2,7779,500000,0.0,4
487,7,4.5,61637,5000000,0.0,4
488,7,4.4,12632,1000000,0.0,4
489,7,4.2,313724,10000000,0.0,4
490,7,4.0,48845,1000000,0.0,4
491,7,4.1,305708,10000000,0.0,4
492,7,3.1,31320,5000000,0.0,4
493,7,4.4,172460,5000000,0.0,4
494,7,4.2,4195,100000,0.0,4
495,7,4.1,11633,500000,0.0,4
496,7,3.9,10212,1000000,0.0,4
497,7,4.3,37053,1000000,0.0,4
498,7,4.4,667,10000,0.0,4
499,7,3.5,13202,1000000,0.0,4
500,7,4.0,28671,1000000,0.0,4
501,7,3.3,1157,100000,0.0,4
502,7,4.5,212626,10000000,0.0,4
503,7,4.4,222888,1000000,0.0,4
504,7,4.1,2067,100000,0.0,4
505,7,3.9,1643,500000,0.0,4
506,7,3.9,105,5000,0.0,4
507,7,3.6,3414,500000,0.0,4
508,7,4.0,42194,5000000,0.0,4
509,7,3.6,11806,1000000,0.0,4
510,7,3.4,1999,100000,0.0,4
511,7,4.2,22544,1000000,0.0,4
512,7,4.1,97684,1000000,0.0,4
513,7,3.4,2519,100000,0.0,4
514,7,3.0,1146,100000,0.0,4
515,7,4.6,13046,500000,0.0,4
516,7,4.1,17268,500000,0.0,4
517,7,3.9,8722,500000,0.0,4
518,7,1.9,953,100000,0.0,4
519,7,3.5,2593,500000,0.0,4
520,7,2.5,5377,500000,0.0,4
521,7,3.9,852,100000,0.0,4
522,7,3.4,212,50000,0.0,4
523,7,3.5,1972,1000000,0.0,4
524,7,4.4,35206,1000000,0.0,1
525,7,3.8,5164,100000,0.0,4
526,7,4.2,1939,100000,0.0,4
527,7,2.5,277,100000,0.0,4
528,7,2.8,80,10000,0.0,2
529,7,4.1,825,100000,0.0,4
530,7,4.2,40035,1000000,0.0,4
531,7,3.5,1093,100000,0.0,4
532,7,4.3,135418,10000000,0.0,4
533,7,3.3,1601,500000,0.0,4
534,7,4.1,2212,100000,0.0,4
535,7,4.2,57081,1000000,0.0,4
536,7,3.5,241,50000,0.0,4
537,7,4.2,63986,5000000,0.0,4
538,7,4.4,7888,500000,0.0,4
539,7,4.1,535,100000,0.0,4
540,7,4.2,5084,100000,0.0,4
541,7,4.3,2430,500000,0.0,4
542,7,4.1,285726,10000000,0.0,4
543,7,4.0,48845,1000000,0.0,4
544,7,4.1,2556,100000,0.0,4
545,7,4.2,7779,500000,0.0,4
546,7,3.0,837,100000,0.0,4
547,7,4.4,12632,1000000,0.0,4
548,7,4.5,61637,5000000,0.0,4
549,7,2.5,5377,500000,0.0,4
550,7,4.1,11633,500000,0.0,4
551,7,4.2,313724,10000000,0.0,4
552,7,4.0,738,10000,0.0,4
553,7,4.1,305708,10000000,0.0,4
554,7,1.9,953,100000,0.0,4
555,7,3.3,4631,100000,0.0,4
556,7,4.4,222888,1000000,0.0,4
557,7,4.1,17268,500000,0.0,4
558,7,3.8,5164,100000,0.0,4
559,7,4.1,4953,1000000,0.0,2
560,7,4.2,4195,100000,0.0,4
561,7,4.0,28671,1000000,0.0,4
562,7,4.5,212626,10000000,0.0,4
563,7,3.7,1439,50000,0.0,4
564,7,3.9,1645,500000,0.0,4
565,7,3.5,13204,1000000,0.0,4
566,7,3.9,853,100000,0.0,4
567,7,4.0,337,10000,0.0,4
568,7,4.6,13049,500000,0.0,4
569,7,4.0,51698,1000000,0.0,4
570,7,4.1,923,100000,0.0,4
571,7,4.2,1546,10000,3.99,4
572,7,3.3,149,10000,0.0,4
573,7,4.4,198,10000,0.0,4
574,7,4.3,135420,10000000,0.0,4
575,7,4.2,22545,1000000,0.0,4
576,7,3.9,8723,500000,0.0,4
577,7,4.3,23170,500000,0.0,4
578,7,3.4,13890,500000,0.0,4
579,7,4.2,57083,1000000,0.0,4
580,7,4.1,537,100000,0.0,4
581,7,4.0,13440,500000,0.0,4
582,7,3.6,143,10000,0.0,4
583,7,4.2,1059,100000,0.0,4
584,7,3.5,894,100000,0.0,4
585,7,4.0,6191,500000,0.0,4
586,7,4.1,2212,100000,0.0,4
587,7,4.1,15081,1000000,0.0,4
588,7,2.8,80,10000,0.0,2
589,7,4.4,218,10000,0.0,4
590,7,4.4,35205,1000000,0.0,1
591,7,4.2,243950,10000000,0.0,4
592,7,4.1,236,10000,0.0,4
593,7,4.2,5152,100000,0.0,4
594,7,3.9,1576,10000,0.0,4
595,7,4.1,6701,1000000,0.0,4
596,7,4.2,40039,1000000,0.0,4
597,7,3.9,742,50000,0.0,4
598,7,4.0,187,10000,0.0,4
599,7,4.2,2506,500000,0.0,4
600,7,4.5,182986,5000000,0.0,4
601,7,3.9,8661,1000000,0.0,4
602,7,3.6,8,1000,0.0,4
603,7,4.4,59,5000,0.0,1
604,7,3.5,35,1000,0.0,4
605,7,4.4,28,500,0.0,1
606,7,4.8,125,5000,0.0,4
607,7,4.6,185,10000,0.0,4
608,7,4.7,6,100,0.0,4
609,7,4.8,110,10000,0.0,4
610,7,2.5,3,1000,0.0,4
611,7,2.7,3,100,0.0,4
612,7,5.0,5,1000,0.0,4
613,7,2.5,3,1000,0.0,4
614,7,4.8,84,1000,0.0,4
615,7,5.0,2,100,0.0,4
616,7,4.8,20,500,0.0,4
617,7,2.5,2,500,0.0,4
618,7,4.9,776,5000,0.0,4
619,7,3.0,2,100,0.0,4
620,7,2.5,1,100,0.0,2
621,7,2.5,0,50,0.0,4
622,7,4.7,14,5000,0.0,4
623,7,2.5,0,50,0.0,4
624,7,2.5,1,500,0.0,4
625,7,1.0,1,10,0.0,4
626,7,2.5,3,500,0.0,1
627,7,2.5,0,500,0.0,4
628,7,2.5,0,100,0.0,1
629,7,2.5,24,1000,0.0,4
630,7,2.5,0,10,0.0,4
631,7,2.5,23,100,0.0,4
632,7,2.5,0,10,0.0,4
633,7,5.0,5,500,0.0,2
634,7,4.7,18,500,0.0,4
635,7,2.5,0,10,0.0,1
636,7,5.0,6,100,0.0,4
637,7,2.5,1,100,0.0,2
638,7,2.5,2,10,0.0,1
639,7,2.5,0,10,0.0,1
640,7,5.0,5,100,0.0,4
641,7,2.5,0,50,0.0,4
642,7,2.5,0,100,0.0,4
643,7,2.5,0,100,0.0,1
644,7,2.5,0,10,0.0,2
645,7,3.0,1,500,0.0,4
646,7,4.1,11,1000,0.0,4
647,7,2.5,4,500,0.0,4
648,7,2.5,14,50,0.0,2
649,7,2.5,0,1,0.0,1
650,7,2.5,1,10,0.0,4
651,7,2.5,104,1000,0.0,4
652,7,2.5,0,1,0.0,4
653,7,2.5,14,50,0.0,1
654,7,5.0,3,100,0.0,4
655,7,3.7,101,10000,0.0,4
656,7,4.5,120,500,0.0,4
657,7,4.2,24,1000,0.0,4
658,7,2.5,0,10,0.0,4
659,7,2.5,0,5,0.0,1
660,7,2.5,0,10,0.0,1
661,7,4.3,6,100,0.0,4
662,7,4.1,4954,1000000,0.0,2
663,7,1.9,954,100000,0.0,4
664,7,4.1,2560,100000,0.0,4
665,7,4.4,59,5000,0.0,1
666,7,2.5,3,1000,0.0,4
667,7,3.9,10212,1000000,0.0,4
668,7,3.9,105,5000,0.0,4
669,7,2.5,21,1000,0.0,4
670,7,4.0,42197,5000000,0.0,4
671,7,4.4,28,500,0.0,1
672,7,4.7,6,100,0.0,4
673,7,3.8,5168,100000,0.0,4
674,7,4.4,12633,1000000,0.0,4
675,7,4.4,41605,500000,0.0,4
676,7,3.6,8,1000,0.0,4
677,7,4.4,218,10000,0.0,4
678,7,2.7,3,100,0.0,4
679,7,4.3,2433,500000,0.0,4
680,7,4.6,185,10000,0.0,4
681,7,2.8,80,10000,0.0,2
682,7,3.5,35,1000,0.0,4
683,7,2.5,3,1000,0.0,4
684,7,3.4,5,500,0.0,4
685,7,4.8,125,5000,0.0,4
686,7,4.7,791,10000,0.0,4
687,7,4.8,110,10000,0.0,4
688,7,4.8,5323,50000,0.0,4
